,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
4633,Zella Lockett,25575245,26.0,23.0,38.0,2.0,4.0,7.0,0.0,4.0,3.0,60.0,49.0,82.0,beginner_data_science
4634,Harold Arms,75180750,42.0,52.0,64.0,4.0,5.0,3.0,4.0,6.0,3.0,67.0,95.0,94.0,beginner_backend
4635,Melissa Jones,50235253,56.0,26.0,63.0,3.0,6.0,7.0,2.0,7.0,0.0,61.0,60.0,76.0,beginner_front_end
4636,Lynn Love,30857554,43.0,38.0,10.0,6.0,3.0,5.0,5.0,2.0,4.0,77.0,66.0,70.0,advanced_backend
4637,Hassan Belt,72835246,40.0,41.0,26.0,4.0,3.0,2.0,6.0,5.0,5.0,66.0,74.0,69.0,advanced_backend
4638,Kayla Orloff,50906404,23.0,42.0,42.0,4.0,4.0,0.0,4.0,4.0,6.0,67.0,74.0,77.0,beginner_backend
4639,Evan Fuller,97701833,50.0,56.0,26.0,5.0,4.0,7.0,3.0,5.0,5.0,46.0,78.0,77.0,advanced_data_science
4640,Joseph Higdon,14061579,20.0,51.0,31.0,6.0,5.0,6.0,2.0,2.0,2.0,63.0,70.0,91.0,advanced_backend
4641,Matthew Crawford,98911525,54.0,15.0,63.0,0.0,3.0,7.0,8.0,5.0,0.0,61.0,76.0,57.0,beginner_data_science
4642,Galen Hoffman,92091940,40.0,35.0,27.0,2.0,3.0,0.0,1.0,6.0,4.0,76.0,40.0,45.0,beginner_front_end
4643,Tonya Metz,66055787,50.0,44.0,29.0,3.0,6.0,6.0,3.0,8.0,3.0,77.0,58.0,64.0,beginner_front_end
4644,Paul Scheetz,34824792,39.0,63.0,25.0,3.0,1.0,2.0,4.0,6.0,3.0,55.0,71.0,81.0,beginner_backend
4645,Michael Hiller,06764775,41.0,29.0,19.0,2.0,5.0,1.0,4.0,4.0,3.0,61.0,94.0,68.0,advanced_backend
4646,Gloria Ramer,70870235,44.0,70.0,62.0,6.0,3.0,3.0,5.0,3.0,3.0,62.0,100.0,86.0,beginner_backend
4647,Sue Ledesma,70289739,67.0,1.0,48.0,0.0,6.0,3.0,5.0,6.0,3.0,59.0,59.0,74.0,beginner_front_end
4648,Virginia Williams,05692769,28.0,84.0,58.0,4.0,8.0,3.0,4.0,3.0,1.0,69.0,68.0,37.0,advanced_front_end
4649,Mary Vanhoose,12682798,10.0,8.0,85.0,1.0,6.0,3.0,4.0,6.0,5.0,77.0,82.0,92.0,beginner_backend
4650,David Glisson,59765434,45.0,22.0,22.0,2.0,2.0,0.0,3.0,3.0,3.0,69.0,52.0,54.0,beginner_front_end
4651,Irene Rader,75143382,7.0,8.0,75.0,1.0,3.0,4.0,0.0,7.0,4.0,43.0,62.0,49.0,advanced_front_end
4652,David Williamson,28467498,19.0,40.0,39.0,2.0,8.0,1.0,3.0,5.0,3.0,49.0,92.0,68.0,advanced_front_end
4653,Jeffrey Downey,95265941,44.0,54.0,43.0,4.0,1.0,6.0,4.0,5.0,6.0,58.0,56.0,83.0,advanced_data_science
4654,Justin Montgomery,85177508,64.0,57.0,8.0,4.0,6.0,3.0,3.0,8.0,5.0,73.0,62.0,50.0,beginner_front_end
4655,Tiffany Goulding,51473984,28.0,39.0,31.0,4.0,6.0,5.0,2.0,3.0,1.0,44.0,78.0,83.0,beginner_data_science
4656,Timothy Page,49201166,50.0,9.0,70.0,4.0,5.0,2.0,0.0,4.0,2.0,45.0,72.0,44.0,advanced_front_end
4657,Kyle Jewett,52605893,45.0,54.0,36.0,0.0,7.0,0.0,2.0,5.0,2.0,70.0,63.0,43.0,beginner_front_end
4658,John Mesias,41149578,26.0,36.0,54.0,5.0,1.0,7.0,0.0,1.0,6.0,70.0,90.0,95.0,beginner_data_science
4659,Nicholas Otoole,56844917,10.0,26.0,40.0,0.0,3.0,5.0,3.0,3.0,3.0,83.0,79.0,62.0,beginner_backend
4660,Karen Boyd,86911641,29.0,37.0,0.0,3.0,4.0,1.0,3.0,5.0,7.0,89.0,73.0,50.0,beginner_front_end
4661,David Thomas,83970892,16.0,18.0,30.0,1.0,4.0,10.0,1.0,4.0,1.0,52.0,91.0,94.0,beginner_data_science
4662,William Ahlers,49427641,50.0,82.0,43.0,4.0,3.0,4.0,4.0,7.0,4.0,74.0,36.0,74.0,advanced_data_science
4663,Michael Barber,35195189,15.0,62.0,32.0,3.0,4.0,4.0,2.0,6.0,3.0,57.0,67.0,76.0,advanced_data_science
4664,Dusty Guevara,47723110,65.0,98.0,27.0,6.0,8.0,5.0,7.0,3.0,2.0,74.0,67.0,51.0,advanced_front_end
4665,Kara Benton,67954898,44.0,37.0,53.0,3.0,3.0,7.0,3.0,5.0,3.0,45.0,67.0,51.0,advanced_data_science
4666,Aaron Dockery,39082337,43.0,48.0,39.0,4.0,4.0,5.0,0.0,4.0,2.0,63.0,52.0,66.0,advanced_data_science
4667,Larry Issa,29552617,37.0,26.0,24.0,4.0,6.0,0.0,3.0,2.0,2.0,74.0,91.0,57.0,beginner_front_end
4668,Laura Fagan,93933705,37.0,62.0,39.0,5.0,4.0,3.0,4.0,5.0,3.0,53.0,61.0,78.0,advanced_backend
4669,Alana Garcia,13089427,28.0,67.0,0.0,4.0,2.0,2.0,1.0,7.0,0.0,74.0,59.0,67.0,beginner_backend
4670,Lee Terry,36988262,43.0,75.0,37.0,4.0,4.0,6.0,5.0,8.0,3.0,45.0,75.0,59.0,advanced_data_science
4671,Roger Macleod,63456698,56.0,71.0,45.0,5.0,3.0,5.0,3.0,4.0,5.0,61.0,60.0,100.0,advanced_data_science
4672,Krista Martines,30828840,41.0,26.0,51.0,1.0,3.0,4.0,3.0,3.0,4.0,68.0,83.0,71.0,beginner_data_science
4673,Shannon Jones,49471587,29.0,8.0,24.0,0.0,2.0,9.0,4.0,6.0,0.0,71.0,75.0,70.0,beginner_data_science
4674,John Odum,46472725,36.0,18.0,36.0,2.0,4.0,5.0,4.0,7.0,4.0,54.0,76.0,57.0,advanced_front_end
4675,Chong Cohen,20392357,7.0,55.0,22.0,9.0,5.0,7.0,4.0,3.0,3.0,68.0,45.0,78.0,advanced_backend
4676,Ray Miera,46961969,63.0,40.0,8.0,7.0,5.0,5.0,5.0,6.0,5.0,52.0,57.0,55.0,advanced_backend
4677,Merle Vulich,49125102,48.0,49.0,26.0,4.0,7.0,3.0,3.0,5.0,5.0,76.0,72.0,57.0,beginner_front_end
4678,Gerald Murphy,78411905,74.0,27.0,0.0,4.0,8.0,5.0,1.0,3.0,3.0,70.0,69.0,59.0,beginner_front_end
4679,Joanna Hayes,73867758,41.0,37.0,7.0,4.0,5.0,3.0,2.0,7.0,0.0,54.0,70.0,49.0,advanced_data_science
4680,Eric Reid,66822375,32.0,18.0,51.0,1.0,4.0,3.0,2.0,4.0,3.0,51.0,67.0,62.0,advanced_front_end
4681,Sarah Acosta,88675473,59.0,88.0,51.0,5.0,4.0,2.0,4.0,4.0,4.0,73.0,100.0,83.0,beginner_backend
4682,Margaret Robinson,49166678,32.0,43.0,54.0,2.0,3.0,2.0,3.0,6.0,5.0,62.0,73.0,93.0,beginner_backend
4683,Curtis Morales,21327070,50.0,69.0,27.0,5.0,4.0,1.0,2.0,8.0,0.0,70.0,50.0,70.0,beginner_backend
4684,Alison Higgins,05393855,48.0,54.0,23.0,2.0,0.0,2.0,6.0,4.0,3.0,53.0,54.0,62.0,beginner_backend
4685,Russell Clark,84891385,18.0,69.0,55.0,4.0,7.0,3.0,4.0,4.0,4.0,53.0,80.0,57.0,advanced_front_end
4686,Charles Dray,83147454,25.0,30.0,49.0,0.0,3.0,5.0,1.0,5.0,2.0,34.0,37.0,62.0,beginner_data_science
4687,Lois Pretti,77411083,37.0,68.0,40.0,4.0,1.0,3.0,2.0,7.0,1.0,,83.0,73.0,beginner_backend
4688,Alice Bolden,52332133,49.0,31.0,64.0,1.0,5.0,3.0,4.0,5.0,3.0,72.0,87.0,81.0,beginner_data_science
4689,Blanche Beasley,74977950,13.0,93.0,0.0,10.0,2.0,9.0,2.0,5.0,2.0,60.0,93.0,85.0,advanced_data_science
4690,Julie Wilson,45623562,64.0,63.0,11.0,5.0,4.0,3.0,6.0,8.0,2.0,60.0,47.0,55.0,advanced_data_science
4691,Angelika Cook,37173179,75.0,94.0,2.0,9.0,0.0,0.0,3.0,7.0,2.0,51.0,48.0,86.0,beginner_backend
4692,Stacey White,63455083,21.0,71.0,41.0,3.0,4.0,3.0,4.0,5.0,4.0,52.0,72.0,67.0,advanced_front_end
4693,Mildred Powell,82778741,63.0,43.0,36.0,4.0,8.0,0.0,2.0,3.0,2.0,31.0,87.0,51.0,advanced_front_end
4694,Steven Juarez,55373441,22.0,28.0,11.0,3.0,4.0,5.0,3.0,10.0,5.0,99.0,58.0,67.0,beginner_front_end
4695,Jacquelyn Breland,34323965,52.0,69.0,20.0,6.0,6.0,6.0,5.0,4.0,5.0,50.0,48.0,53.0,advanced_backend
4696,Gary Cresswell,73768865,34.0,45.0,35.0,2.0,5.0,0.0,2.0,5.0,4.0,77.0,57.0,47.0,beginner_front_end
4697,Matthew Davis,57100567,69.0,0.0,38.0,2.0,4.0,4.0,2.0,5.0,0.0,57.0,46.0,66.0,beginner_front_end
4698,Darlene Wueste,36288936,9.0,50.0,40.0,4.0,3.0,2.0,8.0,0.0,3.0,81.0,65.0,93.0,advanced_backend
4699,Justin Webber,22551042,35.0,84.0,10.0,7.0,3.0,5.0,2.0,8.0,2.0,73.0,56.0,68.0,advanced_data_science
4700,Frank Burton,00875324,55.0,73.0,13.0,3.0,7.0,5.0,6.0,1.0,6.0,49.0,66.0,38.0,advanced_backend
4701,James Michel,98365034,44.0,83.0,65.0,4.0,1.0,6.0,6.0,2.0,6.0,77.0,52.0,74.0,advanced_backend
4702,Gary Aquino,25005636,63.0,66.0,47.0,3.0,3.0,5.0,3.0,5.0,5.0,56.0,73.0,62.0,advanced_backend
4703,Lissa Mcelyea,72418987,48.0,32.0,48.0,2.0,4.0,4.0,5.0,5.0,2.0,64.0,92.0,84.0,beginner_data_science
4704,Jason Clark,25984916,28.0,41.0,43.0,6.0,6.0,3.0,2.0,4.0,5.0,53.0,93.0,57.0,advanced_front_end
4705,Jeremy Pepe,47954736,15.0,12.0,34.0,3.0,0.0,5.0,6.0,3.0,2.0,42.0,67.0,55.0,beginner_data_science
4706,Joseph Jones,63761725,36.0,51.0,39.0,5.0,1.0,6.0,6.0,3.0,6.0,79.0,76.0,63.0,advanced_backend
4707,Donald Pratt,32332638,93.0,83.0,44.0,4.0,0.0,2.0,5.0,8.0,0.0,53.0,52.0,61.0,beginner_backend
4708,Arlene Shirley,40689211,84.0,55.0,22.0,6.0,3.0,8.0,1.0,7.0,7.0,45.0,56.0,74.0,advanced_backend
4709,Kimberly Robinson,30990746,3.0,17.0,21.0,3.0,1.0,2.0,2.0,6.0,2.0,94.0,66.0,66.0,beginner_front_end
4710,Billy Levels,32051208,0.0,7.0,37.0,4.0,5.0,1.0,7.0,8.0,0.0,98.0,79.0,92.0,beginner_backend
4711,David Jack,22133151,48.0,66.0,21.0,5.0,2.0,2.0,6.0,2.0,6.0,60.0,76.0,68.0,beginner_backend
4712,Margaret Hershman,83573121,0.0,23.0,32.0,0.0,4.0,3.0,1.0,6.0,3.0,83.0,80.0,74.0,beginner_backend
4713,Lori Kuntz,45338769,53.0,0.0,42.0,1.0,4.0,6.0,0.0,5.0,3.0,37.0,69.0,25.0,advanced_front_end
4714,Dianna Kern,76110972,0.0,36.0,18.0,1.0,2.0,5.0,3.0,6.0,1.0,79.0,70.0,66.0,beginner_backend
4715,Beverly Whidden,58515054,16.0,102.0,40.0,3.0,4.0,8.0,4.0,0.0,5.0,63.0,65.0,59.0,advanced_backend
4716,Samuel Sarvis,86192037,55.0,35.0,55.0,3.0,5.0,3.0,5.0,5.0,3.0,45.0,50.0,51.0,advanced_data_science
4717,Max Cantu,07767789,0.0,35.0,38.0,5.0,2.0,5.0,6.0,2.0,6.0,96.0,94.0,76.0,advanced_backend
4718,Frank Gonzales,26620559,79.0,70.0,76.0,4.0,2.0,4.0,5.0,3.0,5.0,75.0,45.0,93.0,advanced_data_science
4719,Edward Joy,26447362,34.0,53.0,30.0,1.0,3.0,3.0,0.0,5.0,3.0,77.0,70.0,69.0,beginner_backend
4720,Sharon Queener,19900999,0.0,26.0,13.0,2.0,3.0,4.0,2.0,2.0,8.0,79.0,87.0,79.0,beginner_backend
4721,John Coleman,22368752,26.0,11.0,54.0,0.0,6.0,1.0,2.0,6.0,2.0,52.0,74.0,67.0,advanced_front_end
4722,Vicky Taylor,99508878,32.0,21.0,47.0,4.0,5.0,7.0,4.0,1.0,2.0,84.0,81.0,71.0,beginner_data_science
4723,Marine Wilson,84987287,12.0,0.0,19.0,1.0,1.0,8.0,1.0,1.0,3.0,54.0,74.0,88.0,beginner_data_science
4724,Mollie Maresco,59367857,4.0,29.0,34.0,5.0,5.0,4.0,5.0,4.0,7.0,75.0,99.0,63.0,advanced_backend
4725,Cheryl Taylor,23113110,36.0,35.0,69.0,5.0,4.0,7.0,0.0,1.0,4.0,71.0,82.0,79.0,beginner_data_science
4726,Michael Rozmus,27684695,8.0,75.0,39.0,2.0,6.0,1.0,4.0,6.0,5.0,37.0,86.0,72.0,advanced_front_end
4727,Jack Matt,19563950,50.0,48.0,62.0,4.0,1.0,4.0,5.0,8.0,5.0,72.0,75.0,82.0,advanced_front_end
4728,Michael Stamdifer,14910284,38.0,18.0,1.0,1.0,7.0,7.0,0.0,4.0,2.0,61.0,57.0,93.0,beginner_data_science
4729,Jeff Price,99159555,80.0,25.0,35.0,8.0,0.0,9.0,1.0,2.0,3.0,52.0,65.0,87.0,advanced_data_science
4730,Patricia Sanders,70123419,33.0,15.0,35.0,1.0,6.0,3.0,0.0,4.0,1.0,42.0,73.0,38.0,advanced_front_end
4731,Joyce Kasahara,29001950,54.0,41.0,15.0,6.0,4.0,4.0,2.0,5.0,2.0,64.0,59.0,73.0,advanced_data_science
4732,Michael Hawkins,32789583,25.0,36.0,37.0,3.0,5.0,3.0,5.0,6.0,3.0,82.0,62.0,59.0,beginner_front_end
4733,Stephanie Tucker,74477220,57.0,73.0,31.0,3.0,3.0,2.0,0.0,8.0,3.0,48.0,48.0,75.0,beginner_backend
4734,Rosa Broussard,12583103,38.0,49.0,26.0,4.0,7.0,3.0,3.0,3.0,2.0,75.0,68.0,57.0,beginner_front_end
4735,Linda Dunn,35373035,53.0,44.0,24.0,7.0,7.0,4.0,6.0,3.0,7.0,76.0,82.0,57.0,beginner_front_end
4736,Cheryl Holtz,05490159,39.0,48.0,23.0,4.0,2.0,7.0,0.0,3.0,4.0,58.0,72.0,81.0,advanced_data_science
4737,Erma Mauro,96485395,44.0,51.0,25.0,5.0,4.0,5.0,2.0,5.0,4.0,57.0,80.0,60.0,advanced_backend
4738,Fred Webster,99951293,28.0,62.0,57.0,4.0,7.0,4.0,2.0,3.0,1.0,68.0,70.0,36.0,advanced_front_end
4739,Edward Geathers,93854501,38.0,29.0,73.0,5.0,3.0,2.0,3.0,1.0,5.0,74.0,74.0,63.0,beginner_data_science
4740,Dominic Komorowski,06430853,0.0,47.0,42.0,6.0,2.0,2.0,5.0,1.0,0.0,77.0,78.0,100.0,advanced_backend
4741,Antoine Feller,34077836,65.0,57.0,6.0,3.0,3.0,2.0,7.0,11.0,4.0,44.0,52.0,48.0,advanced_data_science
4742,Pamela Marion,85207565,80.0,16.0,58.0,3.0,2.0,6.0,2.0,3.0,5.0,47.0,44.0,58.0,advanced_data_science
4743,William Davis,19685702,45.0,59.0,32.0,4.0,1.0,1.0,5.0,5.0,3.0,56.0,72.0,76.0,beginner_backend
4744,Shane Brelsford,53211525,12.0,9.0,73.0,2.0,2.0,7.0,5.0,6.0,1.0,66.0,95.0,60.0,beginner_data_science
4745,Krista Burns,12989310,28.0,61.0,41.0,6.0,3.0,6.0,3.0,1.0,6.0,83.0,67.0,82.0,advanced_backend
4746,Leah Gonzalez,19239688,33.0,34.0,47.0,3.0,6.0,1.0,1.0,4.0,4.0,41.0,83.0,61.0,advanced_front_end
4747,Troy Moore,26354335,0.0,63.0,38.0,3.0,3.0,0.0,0.0,3.0,2.0,92.0,78.0,42.0,beginner_front_end
4748,Connie Kuan,30740049,28.0,44.0,37.0,4.0,3.0,3.0,4.0,2.0,5.0,63.0,64.0,64.0,beginner_backend
4749,Willis Finnie,66714754,31.0,22.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,85.0,66.0,62.0,beginner_front_end
4750,Deena Anderson,21573446,0.0,22.0,57.0,3.0,6.0,5.0,3.0,6.0,4.0,73.0,77.0,51.0,advanced_front_end
4751,Mark Vanhorn,46466472,36.0,37.0,52.0,3.0,4.0,0.0,5.0,5.0,1.0,78.0,68.0,59.0,beginner_front_end
4752,Alan Hullinger,13479651,58.0,42.0,62.0,2.0,4.0,4.0,1.0,4.0,0.0,64.0,49.0,53.0,beginner_front_end
4753,James Erwin,83402490,60.0,28.0,63.0,3.0,3.0,5.0,1.0,3.0,4.0,57.0,71.0,87.0,advanced_data_science
4754,Leonora Unga,92279796,39.0,38.0,9.0,6.0,5.0,3.0,4.0,7.0,1.0,57.0,69.0,70.0,advanced_data_science
4755,Rafael Coble,63420177,39.0,79.0,27.0,3.0,4.0,4.0,3.0,5.0,3.0,73.0,45.0,65.0,advanced_data_science
4756,Arlene Stclair,75994888,39.0,20.0,63.0,1.0,1.0,3.0,2.0,7.0,4.0,57.0,62.0,72.0,advanced_front_end
4757,Antonio Irwin,58773225,16.0,73.0,33.0,2.0,3.0,0.0,1.0,6.0,4.0,88.0,46.0,29.0,beginner_front_end
4758,Dennise Jones,09503840,5.0,42.0,66.0,2.0,3.0,6.0,2.0,6.0,4.0,58.0,59.0,43.0,advanced_front_end
4759,Peter Cowman,15983734,91.0,8.0,48.0,3.0,7.0,8.0,3.0,2.0,0.0,45.0,50.0,75.0,beginner_front_end
4760,Elizabeth Jeanpierre,21633013,70.0,23.0,43.0,5.0,8.0,6.0,5.0,6.0,6.0,58.0,67.0,68.0,beginner_front_end
4761,Barbara Puga,03162564,48.0,51.0,25.0,5.0,4.0,5.0,2.0,4.0,1.0,62.0,63.0,68.0,advanced_data_science
4762,Peter Luken,68071952,7.0,25.0,9.0,3.0,1.0,7.0,2.0,4.0,2.0,55.0,51.0,65.0,beginner_data_science
4763,Doris Kellam,86139143,24.0,44.0,47.0,5.0,8.0,2.0,2.0,4.0,2.0,63.0,75.0,48.0,advanced_front_end
4764,Jeff Garner,85233401,0.0,25.0,46.0,4.0,5.0,8.0,0.0,2.0,2.0,41.0,62.0,76.0,beginner_data_science
4765,Lewis Fields,28627897,0.0,26.0,37.0,3.0,1.0,8.0,2.0,1.0,3.0,31.0,66.0,68.0,beginner_data_science
4766,Elsie Goldbeck,36225382,0.0,43.0,20.0,8.0,4.0,7.0,7.0,0.0,4.0,83.0,68.0,82.0,advanced_backend
4767,Christina Patel,19525679,57.0,51.0,28.0,7.0,2.0,6.0,5.0,2.0,4.0,51.0,66.0,89.0,advanced_data_science
4768,Glenna Stewart,00617978,16.0,67.0,51.0,4.0,6.0,1.0,1.0,4.0,3.0,47.0,90.0,52.0,advanced_front_end
4769,Erik Harris,15386229,30.0,54.0,30.0,4.0,2.0,4.0,1.0,3.0,1.0,81.0,57.0,76.0,advanced_data_science
4770,Monte Brown,60557219,67.0,47.0,33.0,4.0,6.0,3.0,7.0,2.0,5.0,61.0,64.0,51.0,beginner_front_end
4771,Eugene Whitley,55411761,44.0,50.0,39.0,4.0,10.0,2.0,0.0,2.0,6.0,30.0,75.0,100.0,beginner_data_science
4772,Wendell Baltodano,55184481,74.0,22.0,36.0,6.0,6.0,6.0,3.0,6.0,3.0,61.0,62.0,66.0,beginner_front_end
4773,Lisa Disalvo,22917872,24.0,93.0,41.0,6.0,6.0,3.0,5.0,5.0,4.0,60.0,82.0,65.0,advanced_front_end
4774,Hien Hardy,76362373,26.0,50.0,52.0,3.0,6.0,0.0,2.0,6.0,2.0,38.0,76.0,63.0,advanced_front_end
4775,Elisabeth White,35282966,31.0,57.0,33.0,7.0,3.0,9.0,3.0,5.0,7.0,69.0,66.0,64.0,advanced_backend
4776,William Bruce,82192255,85.0,0.0,31.0,3.0,5.0,3.0,1.0,3.0,3.0,58.0,78.0,73.0,advanced_front_end
4777,Benjamin Collins,36468715,65.0,42.0,30.0,4.0,2.0,6.0,2.0,4.0,4.0,50.0,33.0,61.0,advanced_data_science
4778,Jessica Gramham,14580231,25.0,5.0,46.0,2.0,5.0,3.0,0.0,5.0,3.0,33.0,82.0,39.0,advanced_front_end
4779,Debbie Kubinski,18795016,18.0,25.0,55.0,2.0,2.0,3.0,9.0,0.0,8.0,83.0,100.0,76.0,beginner_backend
4780,Leland Kimpton,03173898,28.0,27.0,64.0,6.0,2.0,8.0,2.0,2.0,2.0,59.0,81.0,76.0,beginner_data_science
4781,Jeffrey Avery,72703667,23.0,32.0,63.0,4.0,5.0,4.0,6.0,6.0,2.0,72.0,70.0,83.0,beginner_backend
4782,Christopher Essary,67611523,51.0,27.0,16.0,7.0,1.0,9.0,0.0,6.0,2.0,58.0,71.0,60.0,advanced_data_science
4783,Madeline Cooper,68626516,47.0,63.0,55.0,6.0,2.0,7.0,2.0,2.0,5.0,84.0,60.0,86.0,advanced_backend
4784,James Guy,15390505,25.0,54.0,26.0,4.0,2.0,2.0,4.0,5.0,2.0,71.0,67.0,77.0,beginner_backend
4785,Kenneth Thornton,55996497,8.0,0.0,46.0,0.0,5.0,2.0,0.0,6.0,3.0,,77.0,57.0,advanced_front_end
4786,Jose Loucks,12033127,40.0,47.0,29.0,4.0,4.0,4.0,7.0,4.0,8.0,73.0,77.0,51.0,advanced_backend
4787,Robert Britcher,53249867,54.0,32.0,33.0,3.0,5.0,2.0,6.0,5.0,3.0,89.0,70.0,75.0,beginner_data_science
4788,Sarah Ventura,47661208,67.0,69.0,52.0,5.0,4.0,2.0,4.0,6.0,2.0,54.0,65.0,76.0,beginner_backend
4789,Cindy Patterson,73053346,30.0,68.0,44.0,3.0,5.0,4.0,8.0,2.0,8.0,63.0,69.0,64.0,advanced_backend
4790,Corey Corbitt,35244592,77.0,65.0,0.0,11.0,0.0,10.0,6.0,7.0,4.0,48.0,79.0,85.0,advanced_data_science
4791,Kenneth Peterson,03501656,40.0,71.0,41.0,5.0,0.0,9.0,4.0,4.0,7.0,50.0,57.0,90.0,advanced_data_science
4792,Joseph Bilotto,07113216,0.0,14.0,39.0,5.0,2.0,8.0,2.0,0.0,3.0,66.0,53.0,61.0,beginner_data_science
4793,Shane Dodds,66994268,29.0,44.0,63.0,5.0,3.0,3.0,2.0,3.0,4.0,58.0,62.0,66.0,beginner_data_science
4794,Rose Moradian,65011801,65.0,42.0,46.0,3.0,6.0,3.0,4.0,6.0,4.0,59.0,47.0,55.0,beginner_front_end
4795,Linda Thomas,73525567,1.0,39.0,0.0,2.0,5.0,1.0,1.0,7.0,2.0,83.0,43.0,69.0,beginner_backend
4796,Mary Lew,63387489,33.0,37.0,59.0,3.0,2.0,7.0,3.0,2.0,2.0,54.0,90.0,74.0,beginner_data_science
4797,Craig Marrow,13094452,34.0,36.0,43.0,3.0,7.0,4.0,2.0,3.0,2.0,59.0,70.0,44.0,advanced_front_end
4798,Jessica Maddox,23535271,34.0,55.0,22.0,2.0,3.0,4.0,2.0,4.0,5.0,73.0,73.0,68.0,beginner_backend
4799,Anthony Shipman,76700679,1.0,73.0,46.0,3.0,8.0,3.0,6.0,7.0,3.0,68.0,79.0,59.0,advanced_front_end
4800,Hubert Lambert,23708795,42.0,31.0,0.0,5.0,7.0,4.0,5.0,2.0,3.0,52.0,73.0,59.0,advanced_backend
4801,Barbara Goodwin,95490619,27.0,39.0,31.0,6.0,3.0,3.0,4.0,5.0,2.0,62.0,59.0,71.0,beginner_backend
4802,Margarita Kelly,71727167,60.0,48.0,29.0,4.0,7.0,3.0,5.0,6.0,7.0,70.0,52.0,48.0,beginner_front_end
4803,Brandy Smith,11341673,35.0,24.0,50.0,0.0,4.0,6.0,0.0,6.0,3.0,,83.0,92.0,beginner_data_science
4804,Robert Connell,79150347,87.0,25.0,48.0,2.0,5.0,5.0,3.0,5.0,0.0,49.0,45.0,58.0,beginner_front_end
4805,William Simpson,97341842,34.0,27.0,57.0,4.0,3.0,6.0,5.0,2.0,0.0,55.0,69.0,59.0,beginner_data_science
4806,Andrew Victory,00074723,35.0,51.0,49.0,4.0,4.0,3.0,2.0,5.0,5.0,60.0,72.0,62.0,advanced_front_end
4807,Mary Cooper,81155164,23.0,51.0,34.0,1.0,5.0,3.0,0.0,10.0,2.0,86.0,57.0,55.0,beginner_front_end
4808,John Tuttle,85164485,38.0,36.0,37.0,1.0,5.0,2.0,4.0,5.0,3.0,51.0,64.0,79.0,advanced_front_end
4809,Christina Wilson,28677902,30.0,49.0,42.0,7.0,2.0,8.0,3.0,6.0,10.0,79.0,68.0,79.0,advanced_backend
4810,Steven Baylon,04282088,80.0,17.0,32.0,2.0,7.0,3.0,3.0,5.0,4.0,56.0,47.0,57.0,beginner_front_end
4811,Catherine Gaither,03752054,30.0,89.0,53.0,6.0,5.0,1.0,5.0,5.0,4.0,64.0,79.0,81.0,advanced_front_end
4812,Erma Mckenna,68197152,65.0,49.0,13.0,5.0,4.0,3.0,6.0,4.0,5.0,58.0,69.0,69.0,advanced_backend
4813,Charla Ledoux,11822181,50.0,35.0,15.0,4.0,3.0,2.0,9.0,3.0,8.0,67.0,79.0,62.0,advanced_backend
4814,Linda Humphries,28474329,2.0,38.0,39.0,4.0,7.0,5.0,2.0,2.0,5.0,81.0,85.0,66.0,beginner_backend
4815,Andrew Morasca,12966174,58.0,24.0,29.0,6.0,5.0,4.0,4.0,4.0,0.0,53.0,65.0,61.0,advanced_data_science
4816,Tami Guiterrez,79261318,59.0,50.0,36.0,4.0,2.0,4.0,1.0,5.0,3.0,72.0,37.0,70.0,advanced_data_science
4817,Mario Fowler,09698477,7.0,77.0,58.0,3.0,7.0,4.0,4.0,4.0,1.0,65.0,58.0,40.0,advanced_front_end
4818,James Sukhu,28241884,28.0,23.0,24.0,4.0,2.0,1.0,3.0,5.0,4.0,81.0,64.0,56.0,beginner_front_end
4819,Anna Barich,57946069,37.0,0.0,3.0,5.0,4.0,3.0,8.0,5.0,9.0,77.0,86.0,73.0,advanced_backend
4820,Christine Funk,66163802,21.0,32.0,46.0,4.0,4.0,6.0,0.0,1.0,2.0,61.0,78.0,73.0,advanced_data_science
4821,Erin Shebby,59879708,37.0,48.0,50.0,4.0,5.0,5.0,4.0,2.0,2.0,52.0,59.0,67.0,advanced_data_science
4822,Laura Baker,50769036,36.0,38.0,27.0,8.0,4.0,5.0,3.0,8.0,3.0,60.0,62.0,71.0,advanced_backend
4823,Cecil Carmichael,07375979,17.0,0.0,18.0,0.0,1.0,7.0,3.0,4.0,2.0,67.0,77.0,79.0,beginner_data_science
4824,Minnie Harris,50570186,43.0,51.0,20.0,2.0,7.0,5.0,4.0,4.0,3.0,68.0,68.0,78.0,beginner_data_science
4825,Carmen Palmer,01587964,34.0,50.0,49.0,3.0,5.0,0.0,5.0,5.0,6.0,76.0,45.0,39.0,beginner_front_end
4826,Dallas Garretson,46210664,60.0,56.0,58.0,2.0,1.0,2.0,6.0,4.0,5.0,59.0,80.0,83.0,beginner_backend
